nombre;descripcion;precio;imagen;subcategoria
salsa de soja hacendado;botella 250 ml;1,35;https://prod-mercadona.imgix.net/images/cf38529dd7bc417793b2132b18080899.jpg?fit=crop&h=300&w=300;otras salsas
salsa teriyaki hacendado;botella 250 ml;1,5;https://prod-mercadona.imgix.net/images/bafb7fe4f0059d3dacd28356f8dabf10.jpg?fit=crop&h=300&w=300;otras salsas
salsa de soja dulce hacendado;botella 250 ml;1,35;https://prod-mercadona.imgix.net/images/043669bc52b8c173669177efeab9beae.jpg?fit=crop&h=300&w=300;otras salsas
salsa agridulce hacendado;bote 350 g;1;https://prod-mercadona.imgix.net/images/83c2035a001feae05bad8bff359009e7.jpg?fit=crop&h=300&w=300;otras salsas
salsa thai chili dulce j-lek;botella 235 ml;1;https://prod-mercadona.imgix.net/images/3435baa1b6080875a0ead6629ff97342.jpg?fit=crop&h=300&w=300;otras salsas
salsa de soja sin gluten hacendado;botella 250 ml;2,4;https://prod-mercadona.imgix.net/images/58f0480efa9abd9c90a64387c7cd63fb.jpg?fit=crop&h=300&w=300;otras salsas
salsa de ostras hacendado;botella 255 g;1,8;https://prod-mercadona.imgix.net/images/a03c944f78b39da0336550d9c84b21c0.jpg?fit=crop&h=300&w=300;otras salsas
guacamole hacendado;tarrina 500 g;3,29;https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300;otras salsas
guacamole hacendado;tarrina 200 g;1,59;https://prod-mercadona.imgix.net/images/534186c0a94952f5b363f467580cf747.jpg?fit=crop&h=300&w=300;otras salsas
bechamel hacendado;3 mini bricks x 200 ml;1,55;https://prod-mercadona.imgix.net/images/ef7eee9219bc43ff6f0938929def87f2.jpg?fit=crop&h=300&w=300;otras salsas
salsa mexicana hacendado;tarro 300 g;1,2;https://prod-mercadona.imgix.net/images/000074609a570ef5599cee90a8f63274.jpg?fit=crop&h=300&w=300;otras salsas
salsa césar hacendado;bote 310 ml;1,2;https://prod-mercadona.imgix.net/images/56d2fc7b9308f806f2d7ed2b010cbe44.jpg?fit=crop&h=300&w=300;otras salsas
aliño de aceite, ajo y perejil hacendado;tarrina 150 ml;1,2;https://prod-mercadona.imgix.net/images/3b49739fa87ae8a4a8da82655ba3b2c6.jpg?fit=crop&h=300&w=300;otras salsas
salsa de queso hacendado;tarro 300 g;1,25;https://prod-mercadona.imgix.net/images/ce76163e90319e2b2061487367e42591.jpg?fit=crop&h=300&w=300;otras salsas
salsa miel y mostaza hacendado;bote 300 ml;1,2;https://prod-mercadona.imgix.net/images/33c508f6f4f26592f8d1de064152418e.jpg?fit=crop&h=300&w=300;otras salsas
salsa yogur hacendado;bote 310 ml;1,2;https://prod-mercadona.imgix.net/images/d98605ef92c1b044acb8232e2b869024.jpg?fit=crop&h=300&w=300;otras salsas
chili con carne la fondita;bote 418 g;2;https://prod-mercadona.imgix.net/images/37d453041b6a245b3a812732dc370e8d.jpg?fit=crop&h=300&w=300;otras salsas
salsa brava picante hacendado;bote 320 g;0,85;https://prod-mercadona.imgix.net/images/62e02cd80a56b23509a9b27411af3a79.jpg?fit=crop&h=300&w=300;otras salsas
extracto original de buey bovril;tarro 125 g;2,55;https://prod-mercadona.imgix.net/images/1f46c59b380ad6d96429ee14edd88dea.jpg?fit=crop&h=300&w=300;otras salsas
salsa cocktail hacendado;tarro 500 ml;1,2;https://prod-mercadona.imgix.net/images/f1f2e143f12920cf9f6e2fb4fa5e8136.jpg?fit=crop&h=300&w=300;otras salsas
salsa cocktail hacendado;bote 460 ml;1,25;https://prod-mercadona.imgix.net/images/172c612e4f71083e5dae852f8544b751.jpg?fit=crop&h=300&w=300;otras salsas
salsa gajos rústica hacendado;bote 250 ml;1,25;https://prod-mercadona.imgix.net/images/e93deb40b5b630488f0d0aa6145a3575.jpg?fit=crop&h=300&w=300;otras salsas
salsa especiada lea & perrins;botella 150 ml;2,15;https://prod-mercadona.imgix.net/images/0e837d428572534ead89a5d49473a802.jpg?fit=crop&h=300&w=300;otras salsas
salsa picante mc. ilhenny tabasco;botella 57 ml;2,59;https://prod-mercadona.imgix.net/images/c2c11001c387d29476b3708e2524ff7e.jpg?fit=crop&h=300&w=300;otras salsas
salsa de trufas;bote 80 g;2,95;https://prod-mercadona.imgix.net/images/e3ce0665de6f5de638871432d877b485.jpg?fit=crop&h=300&w=300;otras salsas
salsa ranchera hacendado;bote 250 ml;1,25;https://prod-mercadona.imgix.net/images/78e3b271846d992a6ea798c966ad8a91.jpg?fit=crop&h=300&w=300;otras salsas
carne de pimiento choricero el sol;tarro 140 g;1,3;https://prod-mercadona.imgix.net/images/37b26ac9a91e3d7d0bfab703bdb032be.jpg?fit=crop&h=300&w=300;otras salsas
salsa curry hacendado;bote 250 ml;1,45;https://prod-mercadona.imgix.net/images/8786f265848de816f9f8829b2d466c15.jpg?fit=crop&h=300&w=300;otras salsas
pasta de sésamo tahini hacendado;tarro 200 g;2,8;https://prod-mercadona.imgix.net/images/c929d24c9549565287dada1f0ad236b8.jpg?fit=crop&h=300&w=300;otras salsas
mojo rojo suave canario hacendado;tarro 200 g;1,85;https://prod-mercadona.imgix.net/images/a993e9375c6ec107075a3aabb2683b82.jpg?fit=crop&h=300&w=300;otras salsas
agua mineral grande bezoya;6 botellas x 1,5 l;3,66;https://prod-mercadona.imgix.net/images/0dbaa0c1fc1786e9623c27b33dd0f246.jpg?fit=crop&h=300&w=300;agua
agua mineral grande bezoya;botella 1,5 l;0,61;https://prod-mercadona.imgix.net/images/b96566fc865d6a0e88a819ffdd080c92.jpg?fit=crop&h=300&w=300;agua
agua mineral grande nestlé aquarel;garrafa 5 l;1,19;https://prod-mercadona.imgix.net/images/2fb88da412b0dd8b62e154267be5e120.jpg?fit=crop&h=300&w=300;agua
agua mineral grande nestlé aquarel;6 botellas x 1,5 l;2,76;https://prod-mercadona.imgix.net/images/29c6702912e168c18d915694ec86324f.jpg?fit=crop&h=300&w=300;agua
agua mineral grande nestlé aquarel;botella 1,5 l;0,49;https://prod-mercadona.imgix.net/images/3ed9a2f2321a567cd1422b550f86780c.jpg?fit=crop&h=300&w=300;agua
agua mineral grande font vella;6 botellas x 1,5 l;3,42;https://prod-mercadona.imgix.net/images/c18e692bb6aaa46984629fb4a2f7840b.jpg?fit=crop&h=300&w=300;agua
agua mineral grande font vella;botella 1,5 l;0,6;https://prod-mercadona.imgix.net/images/d38971d4aa6d433e0e496fd88c0628f1.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña fondetal tapón infantil;6 botellas x 330 ml;1,8;https://prod-mercadona.imgix.net/images/f5c4d83a444095a9c0255a769b2f0f3c.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña fondetal tapón infantil;botella 330 ml;0,3;https://prod-mercadona.imgix.net/images/b31457089ab50a246acebe169df38211.jpg?fit=crop&h=300&w=300;agua
agua mineral grande solán de cabras;6 botellas x 1,5 l;4,2;https://prod-mercadona.imgix.net/images/751039babe7fd98b8d032401abdf13af.jpg?fit=crop&h=300&w=300;agua
agua mineral grande solán de cabras;botella 1,5 l;0,72;https://prod-mercadona.imgix.net/images/eb70697836cae2d488736f8ca038bd67.jpg?fit=crop&h=300&w=300;agua
agua mineral grande lanjarón;6 botellas x 1,5 l;3;https://prod-mercadona.imgix.net/images/8ed5ebbdabca71b652e89ad5e10fb9e4.jpg?fit=crop&h=300&w=300;agua
agua mineral grande lanjarón;botella 1,5 l;0,53;https://prod-mercadona.imgix.net/images/fc5ece467e566d7cc8632d17538267b0.jpg?fit=crop&h=300&w=300;agua
agua mineral grande aguadoy;garrafa 8 l;0,73;https://prod-mercadona.imgix.net/images/cfa1db2cd399dd5666fbefb9cbfd6c0c.jpg?fit=crop&h=300&w=300;agua
agua mineral grande aguadoy;garrafa 6 l;0,56;https://prod-mercadona.imgix.net/images/4e605b58c3fb45df6cf37f9dc674d3fe.jpg?fit=crop&h=300&w=300;agua
agua mineral grande aguadoy;6 botellas x 1,5 l;1,08;https://prod-mercadona.imgix.net/images/f0601f2ddd8f8b1c17da891bab3bc384.jpg?fit=crop&h=300&w=300;agua
agua mineral grande aguadoy;botella 1,5 l;0,18;https://prod-mercadona.imgix.net/images/1657e78c970b4eed9282273498537880.jpg?fit=crop&h=300&w=300;agua
agua mineral mediana aguadoy;6 botellas x 1 l;1,92;https://prod-mercadona.imgix.net/images/205f01a860e5cb6841c740510dc3ebaa.jpg?fit=crop&h=300&w=300;agua
agua mineral mediana aguadoy;botella 1 l;0,32;https://prod-mercadona.imgix.net/images/3e2cc34c65d015523ae4cad3a7f790fe.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña aguadoy;6 botellas x 500 ml;0,96;https://prod-mercadona.imgix.net/images/147a090b6bc38d6f80e9318aa0698cfa.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña aguadoy;botella 500 ml;0,16;https://prod-mercadona.imgix.net/images/2a6e58e230ab307102f0f92969a996dc.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña aguadoy tapón infantil;6 botellas x 330 ml;1,08;https://prod-mercadona.imgix.net/images/8e7b0b39f6d32f83e604a915e1008c7b.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña aguadoy tapón infantil;botella 330 ml;0,18;https://prod-mercadona.imgix.net/images/2e5fb1954344ab3e6bee84c74a71d4aa.jpg?fit=crop&h=300&w=300;agua
agua mineral grande fondetal;6 botellas x 2 l;2,4;https://prod-mercadona.imgix.net/images/8be5e41c185053f2d911e51bbc676a01.jpg?fit=crop&h=300&w=300;agua
agua mineral grande fondetal;botella 2 l;0,4;https://prod-mercadona.imgix.net/images/bc4fce2f1ae91b62dabb0f84aaf45dc6.jpg?fit=crop&h=300&w=300;agua
agua mineral mediana fondetal;6 botellas x 1 l;2,16;https://prod-mercadona.imgix.net/images/337e95e44fd70a9454313d38e486babb.jpg?fit=crop&h=300&w=300;agua
agua mineral mediana fondetal;botella 1 l;0,36;https://prod-mercadona.imgix.net/images/a8670c73840c3854cbec7948cf1575bc.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña fondetal;6 botellas x 500 ml;1,08;https://prod-mercadona.imgix.net/images/1b70dfc5873c61c0df9b041c2fa4dfac.jpg?fit=crop&h=300&w=300;agua
agua mineral pequeña fondetal;botella 500 ml;0,18;https://prod-mercadona.imgix.net/images/34137a58b49d9c4c5499062328f9ede1.jpg?fit=crop&h=300&w=300;agua
agua mineral grande liviana;6 botellas x 2 l;3,06;https://prod-mercadona.imgix.net/images/f62044199a1279c158302df04c9e2499.jpg?fit=crop&h=300&w=300;agua
agua mineral grande liviana;botella 2 l;0,55;https://prod-mercadona.imgix.net/images/49a779854e0fc95ce4addbf87dc15c5a.jpg?fit=crop&h=300&w=300;agua
agua de coco chaokoh 100% natural;brick 1 l;2,4;https://prod-mercadona.imgix.net/images/e61783a4862816cc9c27a11e7c9cdf54.jpg?fit=crop&h=300&w=300;agua
agua de coco chaokoh 100% natural;brick 330 ml;1,3;https://prod-mercadona.imgix.net/images/501560da18df84250f82934d81488d50.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas grande vichy catalan;botella 1 l;1,18;https://prod-mercadona.imgix.net/images/1f845a4c8fd265543d6e446b1f3643d7.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas pequeña vichy catalan;6 botellas x 250 ml;4,99;https://prod-mercadona.imgix.net/images/202b40a68da147917699c1b1e1ab2fd7.jpg?fit=crop&h=300&w=300;agua
agua de soda con sifón la casa;botella 1,5 l;1,29;https://prod-mercadona.imgix.net/images/debe27ecc514f89a5df6c4de9e978244.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas grande aguadoy;6 botellas x 1,5 l;1,86;https://prod-mercadona.imgix.net/images/a0428f97deae2e87446206f92e908e3d.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas grande aguadoy;botella 1,5 l;0,31;https://prod-mercadona.imgix.net/images/2b77dcd6e63920c250ef85ce492aabbf.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas pequeña aguadoy;6 botellas x 500 ml;1,14;https://prod-mercadona.imgix.net/images/5ccce83a0b3b21543b53d5b2757f26f0.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas pequeña aguadoy;botella 500 ml;0,19;https://prod-mercadona.imgix.net/images/ffb5e50a4be7923f8e7eb94f945602ad.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas grande parot;6 botellas x 1 l;4,2;https://prod-mercadona.imgix.net/images/24059adaa2c51781a79b263928565313.jpg?fit=crop&h=300&w=300;agua
agua mineral con gas grande parot;botella 1 l;0,7;https://prod-mercadona.imgix.net/images/2c05abc6c531b2de95877ce3e11b2396.jpg?fit=crop&h=300&w=300;agua
gaseosa hacendado grande;botella 1,5 l;0,26;https://prod-mercadona.imgix.net/images/5bb7872ed5fb0c428340f654f2bc9054.jpg?fit=crop&h=300&w=300;agua
gaseosa hacendado pequeña;6 botellas x 500 ml;1,2;https://prod-mercadona.imgix.net/images/04096582420f8212d62b2e3d1cb48d45.jpg?fit=crop&h=300&w=300;agua
gaseosa hacendado pequeña;botella 500 ml;0,2;https://prod-mercadona.imgix.net/images/b02de917ed6154e04fa3c26e1607ad66.jpg?fit=crop&h=300&w=300;agua
gaseosa la casera grande;2 botellas x 1,5 l;1,96;https://prod-mercadona.imgix.net/images/afadc927c358da882f80347e3a0ab126.jpg?fit=crop&h=300&w=300;agua
gaseosa la casera grande;botella 1,5 l;1;https://prod-mercadona.imgix.net/images/6bb8bb37bdf8b41d19a11c0bc52ead8f.jpg?fit=crop&h=300&w=300;agua
bebida isotónica limón aquarius;botella 1,5 l;1,72;https://prod-mercadona.imgix.net/images/947bf321a4eda8d5bc19a2fce8330ea2.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica limón aquarius;8 latas x 330 ml;5,92;https://prod-mercadona.imgix.net/images/468147c279c52296d884f32766141769.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica limón aquarius;lata 330 ml;0,78;https://prod-mercadona.imgix.net/images/3b9a27cf9b7d71bcca066febad519163.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica sabor cítrico iso drink;botella 1,5 l;0,82;https://prod-mercadona.imgix.net/images/bf4a6d1c8fbb3b376a7e4c7ef966debd.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica sabor cítrico iso drink;6 latas x 330 ml;1,92;https://prod-mercadona.imgix.net/images/2a9ecc10fe37bb6e83430d9b1fb1c7d1.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica sabor cítrico iso drink;lata 330 ml;0,32;https://prod-mercadona.imgix.net/images/3a7ff95f0f23264f7ab809ea466a3bd2.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica naranja aquarius;botella 1,5 l;1,72;https://prod-mercadona.imgix.net/images/3896e545a2ce28dbfd3451ccabb2d93d.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica naranja aquarius;8 latas x 330 ml;5,92;https://prod-mercadona.imgix.net/images/4b3a254940a2a812e70cb4e7e9b35d63.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica naranja aquarius;lata 330 ml;0,78;https://prod-mercadona.imgix.net/images/398e70c8dee408c15f98ee35b35aef44.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica limón aquarius zero azúcar;botella 1,5 l;1,72;https://prod-mercadona.imgix.net/images/cecb2aec93b8fe425162cbcfed9df9bb.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica de naranja iso drink;botella 1,5 l;0,82;https://prod-mercadona.imgix.net/images/692e04fe48b7387885e09ff9d4266509.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica de naranja iso drink;6 latas x 330 ml;1,92;https://prod-mercadona.imgix.net/images/a8e028452f81f79b1f0b10a714242041.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica de naranja iso drink;lata 330 ml;0,32;https://prod-mercadona.imgix.net/images/12a4b62399921a338eb3fcdc7b3c995c.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica iso on blue hacendado;botella 1,5 l;1,17;https://prod-mercadona.imgix.net/images/044f65fd5acca63de371c05a2747db19.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica iso on blue hacendado;botella 500 ml;0,45;https://prod-mercadona.imgix.net/images/b8babba6e29f43a3c9b96a84adba3094.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica azul powerade;botella 500 ml;1,2;https://prod-mercadona.imgix.net/images/53b5dd3d2b16daa4b3c27191c8651c07.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica soluble enervit sport sabor limón;caja 10 sobres (150 g);3;https://prod-mercadona.imgix.net/images/404b5df24cfd36d814292c27d47cb021.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida isotónica iso on red hacendado;botella 500 ml;0,45;https://prod-mercadona.imgix.net/images/5a152866e6294f0cd7af66af3e8caeed.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética light hacendado;lata 250 ml;0,39;https://prod-mercadona.imgix.net/images/472309579c0dca0640410554d49e4ed7.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy ultra zero monster;4 latas x 500 ml;4,4;https://prod-mercadona.imgix.net/images/bea75ee490b67631e75d31029e44accb.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy ultra zero monster;lata 500 ml;1,49;https://prod-mercadona.imgix.net/images/2605101eb9eda2697b7d00d50456c924.jpg?fit=crop&h=300&w=300;isotónico y energético
malta maltín polar;207 ml;0,79;https://prod-mercadona.imgix.net/images/ea1348521fa3d93796e26f345838232f.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy monster;4 latas x 500 ml;4,4;https://prod-mercadona.imgix.net/images/1b5627d9a4602d8af4fb979aed2199bc.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy monster;lata 500 ml;1,49;https://prod-mercadona.imgix.net/images/08bf59bc9caebba996b7c36440695190.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy drink;botella 1,5 l;1,25;https://prod-mercadona.imgix.net/images/3003870678803a867c858928000978aa.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy drink;bote 500 ml;0,57;https://prod-mercadona.imgix.net/images/a29f6a9fdf57513d52d341133103d975.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy drink;6 latas x 250 ml;2,34;https://prod-mercadona.imgix.net/images/952aed1f5b967ecf8badc4c5cd7ba211.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética energy drink;lata 250 ml;0,39;https://prod-mercadona.imgix.net/images/e6a8f90b58b43b287069dfea27bcd1bb.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética red bull;4 latas x 250 ml;4,2;https://prod-mercadona.imgix.net/images/46ce485c4c18d86c15e349740f8b79d0.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética red bull;lata 250 ml;1,15;https://prod-mercadona.imgix.net/images/60e815dbd52c2fa73cbd543b5440f19b.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética original burn;4 latas x 500 ml;3,84;https://prod-mercadona.imgix.net/images/2f0144796fb30f79c3e3a0032801d365.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética original burn;lata 500 ml;1,02;https://prod-mercadona.imgix.net/images/b5b04de72f25d5955653ff14eeb5cce2.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética sabor guaraná energy drink;lata 500 ml;0,75;https://prod-mercadona.imgix.net/images/a99f12e8963d31182c5496b1662b6bb6.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética sabor guaraná energy drink;lata 250 ml;0,5;https://prod-mercadona.imgix.net/images/74e1fc05b4c1ed7a91120d94a5eba55d.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética sabor cereza energy drink;lata 250 ml;0,5;https://prod-mercadona.imgix.net/images/d51f0c1286d6d48a8032b30fff6cb89e.jpg?fit=crop&h=300&w=300;isotónico y energético
gel energético con cafeína enervit sport sabor cítricos;3 ud. x 32 g;2,85;https://prod-mercadona.imgix.net/images/43778722108beca2bd6aa7e0c89c7eb4.jpg?fit=crop&h=300&w=300;isotónico y energético
gel energético enervit sport sabor naranja;3 ud. x 32 g;2,85;https://prod-mercadona.imgix.net/images/08fcc405ff69c8fdc3746be1620d690d.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética mango loco monster;4 latas x 500 ml;4,4;https://prod-mercadona.imgix.net/images/efd488f034926dd56d25c7ea0f0c8f06.jpg?fit=crop&h=300&w=300;isotónico y energético
bebida energética mango loco monster;lata 500 ml;1,49;https://prod-mercadona.imgix.net/images/04db1b75b4235cd3573656efb45d94c0.jpg?fit=crop&h=300&w=300;isotónico y energético
refresco coca-cola;2 botellas x 2 l;3,16;https://prod-mercadona.imgix.net/images/1c6c9390743b38ad5042c4428763a88c.jpg?fit=crop&h=300&w=300;refresco de cola
refresco coca-cola;botella 2 l;1,8;https://prod-mercadona.imgix.net/images/8e4664bbdc20e75e8c2510a8456d987e.jpg?fit=crop&h=300&w=300;refresco de cola
refresco coca-cola;botella 1,25 l;1,38;https://prod-mercadona.imgix.net/images/8c40e7d49e1d8cacb3fe57f84f87138a.jpg?fit=crop&h=300&w=300;refresco de cola
refresco coca-cola;4 botellas x 500 ml;3,96;https://prod-mercadona.imgix.net/images/1cffd563f9b9f01203b523d2f177f4e6.jpg?fit=crop&h=300&w=300;refresco de cola
refresco coca-cola;botella 500 ml;1,2;https://prod-mercadona.imgix.net/images/1cde2bcf260338580d52e9202e44981f.jpg?fit=crop&h=300&w=300;refresco de cola
refresco coca-cola;12 latas x 330 ml;7,92;https://prod-mercadona.imgix.net/images/9fbd0bec28094d9825eb01cc8aa60806.jpg?fit=crop&h=300&w=300;refresco de cola
refresco coca-cola;lata 330 ml;0,75;https://prod-mercadona.imgix.net/images/3a17c8a53d263585815994a70ce36e62.jpg?fit=crop&h=300&w=300;refresco de cola
refresco cola hacendado;botella 2 l;0,51;https://prod-mercadona.imgix.net/images/d68642d3bba30254203241d3ca88de51.jpg?fit=crop&h=300&w=300;refresco de cola
